Num_Kids|Loan_ID|Gender|Married|Dependent_No|Education|Self_Employed|Applicant_Income|CoApplicant_Income|Loan_Amount|Loan_Amount_Term|Credit History|Property_District|Loan_Status
-|24201|Male|False|3|Graduate|False|37227|27870.0|30000|360|0|RCR|1
-|24202|Female|True|3|Graduate|True|96368|18369.0|10000|60|0|OCR|1
-|24203|Female|True|3|Graduate|True|37908|20153.0|30000|120|0|OCR|0
-|24204|Female|True|0|Graduate|False|90573|21061.0|50000|240|1|OCR|1
-|24205|Male|True|2|Not Graduate|False|74752|14581.0|60000|180|1|CCR|1
-|24206|Female|False|3|Graduate|False|95677|14392.0|60000|180|1|OCR|1
-|24207|Male|False|0|Not Graduate|False|10456|12799.0|60000|360|0|RCR|1
-|24208|Male|True|1|Not Graduate|False|5160|10609.0|50000|60|1|RCR|1
-|24209|Male|True|4|Graduate|True|78565|28717.0|30000|240|1|CCR|0
-|24210|Male|True|1|Not Graduate|False|99933|24704.0|10000|60|0|CCR|1
-|24211|Male|False|2|Not Graduate|True|89855|27658.0|50000|120|0|CCR|1
-|24212|Female|False|3|Graduate|True|67140|40492.0|30000|300|1|OCR|1
-|24213|Male|True|1|Graduate|True|62362||30000|60|1|RCR|1
-|24215|Male|True|4|Not Graduate|True|55345|35980.0|50000|240|0|OCR|1
-|24216|Female|False|3|Graduate|True|36766|3262.0|10000|60|1|RCR|0
-|24217|Male|True|2|Graduate|False|22434||10000|240|0|OCR|1
-|24218|Female|False|0|Not Graduate|False|61904|46718.0|30000|300|1|RCR|0
-|24219|Male|False|0|Not Graduate|True|41425|24803.0|20000|60|0|OCR|1
-|24220|Female|True|3|Not Graduate|True|17212|28645.0|50000|300|1|RCR|1
-|24221|Male|False|2|Graduate|False|43716|29439.0|10000|240|1|RCR|0
-|24222|Male|True|4|Not Graduate|True|68458|1507.0|40000|60|0|RCR|0
-|24223|Female|False|3|Not Graduate|False|2128||60000|300|0|CCR|0
-|24224|Male|True|3|Not Graduate|True|90437|33892.0|50000|300|1|OCR|0
-|24225|Male|False|1|Graduate|True|80447|35964.0|10000|60|1|OCR|1
-|24226|Female|False|4|Not Graduate|True|81508|26804.0|30000|120|1|OCR|1
-|24227|Male|True|0|Not Graduate|False|24355|30008.0|50000|60|1|CCR|1
-|24228|Male|True|0|Not Graduate|False|85911|2099.0|20000|60|1|RCR|0
-|24229|Male|False|1|Graduate|False|23847|47342.0|40000|300|1|CCR|1
-|24230|Male|True|0|Graduate|False|86288|26510.0|30000|120|1|OCR|0
-|24231|Male|False|2|Graduate|True|28646||30000|240|1|OCR|1
-|24232|Female|True|0|Not Graduate|False|28931|30260.0|60000|300|1|CCR|0
-|24233|Male|False|1|Not Graduate|True|59551|26082.0|60000|180|0|OCR|0
-|24234|Male|True|2|Graduate|True|19299|49919.0|30000|120|1|RCR|1
-|24237|Female|False|3|Graduate|True|34472|19913.0|40000|60|1|CCR|0
-|24238|Male|False|0|Not Graduate|False|77022|42908.0|40000|360|1|OCR|1
-|24239|Female|False|1|Graduate|True|83428|47892.0|20000|240|1|OCR|1
-|24240|Male|False|2|Graduate|False|62984|10639.0|10000|300|1|OCR|0
-|24241|Female|True|0|Not Graduate|False|51727|32006.0|10000|240|0|CCR|0
-|24243|Male|False|0|Not Graduate|True|81158|44320.0|50000|180|1|RCR|1
-|24244|Female|False|0|Not Graduate|True|56740|33800.0|30000|300|1|OCR|0
-|24245|Female|True|0|Not Graduate|True|75461|24223.0|50000|180|1|OCR|1
-|24247|Female|False|1|Graduate|True|11957|12918.0|60000|300|1|OCR|1
-|24248|Female|False|1|Graduate|True|42859|24146.0|50000|120|0|OCR|1
-|24250|Male|True|4|Graduate|True|31100|23728.0|10000|180|0|OCR|1
-|24251|Male|False|2|Graduate|True|97039|19693.0|50000|180|1|CCR|1
-|24252|Male|True|3|Not Graduate|True|40975|6782.0|30000|120|1|RCR|1
-|24254|Male|True|0|Graduate|True|9686|18210.0|30000|300|1|RCR|1
-|24255|Female|True|2|Not Graduate|False|13010|15231.0|60000|180|1|OCR|1
-|24256|Male|False|1|Not Graduate|True|79577||40000|360|0|OCR|0
-|24257|Male|False|0|Not Graduate|True|38249|23210.0|10000|300|0|OCR|0
-|24258|Male|True|0|Graduate|False|86784|21641.0|50000|300|1|OCR|1
-|24259|Male|False|1|Not Graduate|False|88309|1276.0|30000|240|1|RCR|1
-|24260|Male|True|0|Graduate|True|71259|14255.0|30000|60|1|RCR|0
-|24261|Female|False|0|Not Graduate|True|70415|10769.0|60000|300|0|OCR|1
-|24262|Female|False|1|Not Graduate|True|39215|9229.0|60000|300|0|OCR|1
-|24263|Female|True|4|Graduate|True|77176|6895.0|20000|240|0|OCR|1
-|24264|Female|False|0|Not Graduate|True|5445||40000|300|0|CCR|1
-|24265|Male|True|1|Not Graduate|True|58049|48600.0|20000|300|0|RCR|1
-|24266|Male|False|3|Not Graduate|False|84741|3434.0|50000|300|0|CCR|1
-|24267|Female|True|3|Not Graduate|False|3362|6210.0|60000|60|1|OCR|1
-|24268|Male|True|0|Not Graduate|True|83685|32750.0|50000|60|1|OCR|0
-|24270|Male|False|1|Not Graduate|True|39572||60000|60|1|CCR|0
-|24271|Female|True|1|Not Graduate|False|49535|43095.0|10000|300|1|OCR|0
-|24272|Male|False|4|Not Graduate|False|48877|31428.0|10000|360|1|OCR|1
-|24273|Male|False|0|Not Graduate|False|23809|9088.0|60000|360|0|RCR|0
-|24274|Female|True|3|Not Graduate|False|72916|14395.0|60000|60|0|OCR|1
-|24276|Female|False|1|Not Graduate|True|61439|47348.0|10000|120|0|CCR|0
-|24277|Male|True|0|Not Graduate|True|88269|36933.0|40000|120|1|OCR|1
-|24278|Male|False|4|Not Graduate|False|64173|9649.0|40000|60|1|CCR|0
-|24279|Male|False|2|Graduate|True|98614|32268.0|30000|120|1|CCR|1
-|24280|Female|True|3|Not Graduate|False|82494|11137.0|30000|240|0|CCR|1
-|24281|Male|True|1|Not Graduate|True|28862|7393.0|60000|360|1|CCR|1
-|24282|Male|True|3|Graduate|True|11824|36051.0|50000|180|1|RCR|0
-|24283|Male|False|4|Not Graduate|True|15191|25923.0|40000|120|1|OCR|1
-|24285|Male|True|2|Not Graduate|False|38860||20000|240|1|OCR|1
-|24286|Male|False|0|Not Graduate|False|41974|6520.0|20000|360|0|RCR|1
-|24287|Male|True|0|Graduate|True|52795|22316.0|40000|360|1|OCR|0
-|24288|Male|False|4|Not Graduate|False|83919|29182.0|30000|60|1|OCR|1
-|24290|Male|True|4|Not Graduate|False|24386|33223.0|30000|300|1|OCR|0
-|24291|Male|True|4|Graduate|True|16712|38732.0|50000|60|1|CCR|0
-|24293|Female|False|4|Not Graduate|True|4354||60000|120|1|OCR|1
-|24295|Male|True|0|Not Graduate|True|56352|14854.0|20000|240|0|CCR|0
-|24296|Male|False|2|Not Graduate|True|65707||20000|60|1|RCR|0
-|24297|Male|False|1|Not Graduate|True|23283|37988.0|10000|180|1|RCR|1
-|24298|Female|True|0|Not Graduate|True|63034|31662.0|50000|300|1|OCR|0
-|24299|Male|False|0|Graduate|False|55522|34528.0|60000|120|0|RCR|1
-|24300|Female|False|0|Graduate|False|90176|40560.0|10000|300|1|RCR|1
-|24301|Male|True|1|Graduate|False|61627|33072.0|40000|300|0|OCR|1
-|24302|Female|True|0|Not Graduate|False|74700|2044.0|40000|60|1|RCR|0
-|24303|Male|True|0|Not Graduate|False|70864|36282.0|50000|60|1|OCR|1
-|24304|Male|True|0|Not Graduate|True|84029|7467.0|60000|180|0|CCR|0
-|24305|Female|True|0|Graduate|False|31089|41730.0|50000|120|0|RCR|0
-|24306|Female|True|0|Graduate|True|27097|34033.0|30000|240|1|CCR|0
-|24307|Male|False|0|Not Graduate|False|89141|11047.0|60000|240|0|OCR|0
-|24308|Male|True|3|Graduate|True|40175|20991.0|30000|240|0|CCR|1
-|24309|Female|True|4|Not Graduate|False|94472|37828.0|20000|240|1|OCR|1
-|24310|Female|True|1|Not Graduate|True|16263|45871.0|20000|60|1|CCR|1
-|24311|Male|False|2|Not Graduate|False|43458|22199.0|30000|360|0|CCR|1
-|24312|Male|False|2|Graduate|False|41686|38910.0|60000|300|0|OCR|1
-|24313|Female|False|0|Graduate|False|58683|42191.0|50000|60|1|OCR|0
-|24314|Male|True|3|Not Graduate|True|89570|33141.0|40000|240|0|OCR|0
-|24315|Male|True|1|Not Graduate|False|64565|32598.0|10000|360|1|RCR|1
-|24317|Female|True|3|Graduate|True|36995|45901.0|30000|360|0|CCR|0
-|24318|Male|False|1|Not Graduate|True|6067|4020.0|50000|240|1|CCR|1
-|24319|Male|False|2|Not Graduate|False|71410|18283.0|20000|240|1|RCR|1
-|24320|Male|True|3|Not Graduate|True|72842|24150.0|10000|360|1|RCR|1
-|24321|Male|True|1|Graduate|False|49554||30000|120|0|OCR|1
-|24322|Male|False|1|Not Graduate|True|53202|26689.0|60000|180|0|OCR|1
-|24323|Male|True|2|Not Graduate|True|71428|19154.0|60000|60|0|OCR|1
-|24324|Female|False|2|Graduate|False|53615|31674.0|20000|180|0|CCR|1
-|24325|Male|False|1|Not Graduate|False|58249|31016.0|20000|60|0|RCR|0
-|24327|Female|False|1|Graduate|True|27093|19565.0|40000|120|0|RCR|1
-|24328|Male|False|2|Graduate|False|68010|35429.0|60000|240|1|OCR|0
-|24329|Male|True|3|Graduate|True|72393||40000|120|0|RCR|0
-|24330|Male|False|3|Graduate|True|31309|8868.0|50000|300|1|OCR|1
-|24331|Male|True|3|Graduate|False|16641||30000|180|1|OCR|0
-|24333|Male|False|0|Graduate|True|20479|16930.0|50000|60|1|OCR|0
-|24334|Female|True|2|Graduate|True|73538|44750.0|20000|180|1|CCR|1
-|24335|Male|False|4|Graduate|False|53245|25492.0|30000|240|1|CCR|0
-|24336|Male|True|1|Not Graduate|False|1093|25703.0|20000|120|0|RCR|1
-|24337|Female|True|4|Not Graduate|True|50124|16897.0|50000|300|1|CCR|1
-|24338|Female|True|2|Not Graduate|False|36024|1204.0|40000|300|0|OCR|1
-|24339|Male|True|4|Graduate|True|5873|7650.0|50000|180|1|OCR|1
-|24340|Male|False|3|Not Graduate|True|60636|16091.0|60000|300|0|OCR|1
-|24341|Male|True|4|Graduate|False|82315|17619.0|20000|120|1|OCR|1
-|24342|Male|True|2|Not Graduate|False|90289|21355.0|30000|300|1|OCR|0
-|24343|Female|True|0|Graduate|False|61401|16138.0|10000|180|1|RCR|1
-|24344|Male|True|2|Not Graduate|True|5322|27552.0|10000|300|0|OCR|1
-|24345|Female|True|3|Graduate|False|57429|8900.0|20000|180|0|OCR|0
-|24346|Male|True|2|Graduate|False|92624|19731.0|20000|120|1|CCR|1
-|24347|Male|False|0|Graduate|True|56679|44288.0|30000|300|1|OCR|0
-|24349|Female|False|4|Not Graduate|True|19179|2539.0|40000|180|0|OCR|0
-|24350|Male|True|0|Graduate|True|52273|15127.0|40000|360|1|RCR|1
-|24352|Male|True|4|Not Graduate|True|75689|10429.0|40000|300|1|OCR|0
-|24354|Male|True|1|Not Graduate|False|58921|29395.0|30000|180|1|OCR|1
-|24355|Male|False|1|Graduate|True|55196|49327.0|30000|120|0|CCR|1
-|24356|Male|False|0|Not Graduate|True|3181|19689.0|10000|360|1|OCR|0
-|24357|Female|False|3|Graduate|True|26461||60000|60|1|RCR|0
-|24358|Female|False|2|Graduate|True|7830|23205.0|10000|240|1|RCR|1
-|24359|Female|True|0|Graduate|True|15408|28982.0|10000|360|1|OCR|1
-|24360|Male|True|2|Not Graduate|False|65794|11424.0|20000|180|1|OCR|0
-|24361|Male|False|4|Graduate|False|20986|1405.0|50000|240|1|RCR|1
-|24362|Male|False|1|Graduate|False|86582|17555.0|40000|300|1|RCR|1
-|24363|Female|False|2|Not Graduate|True|51364|30693.0|10000|360|1|RCR|0
-|24364|Male|True|0|Not Graduate|True|27089|39074.0|50000|180|0|RCR|1
-|24365|Male|True|4|Not Graduate|True|92043|19576.0|40000|360|0|RCR|1
-|24366|Male|False|0|Not Graduate|True|57373|19663.0|30000|120|1|CCR|1
-|24367|Female|False|3|Graduate|True|30439|19957.0|30000|300|1|OCR|1
-|24368|Female|False|0|Not Graduate|True|16629|47549.0|40000|360|1|RCR|0
-|24370|Female|True|3|Not Graduate|False|25769|17823.0|20000|300|0|RCR|0
-|24371|Female|True|0|Graduate|False|72366|24456.0|40000|120|1|OCR|1
-|24372|Female|False|1|Not Graduate|True|23452|19980.0|40000|240|0|OCR|1
-|24373|Female|False|2|Not Graduate|False|46930|24589.0|30000|300|1|OCR|0
-|24374|Male|False|2|Not Graduate|False|89084|34880.0|20000|60|1|OCR|1
-|24375|Male|True|3|Graduate|False|61018|13924.0|30000|60|1|OCR|1
-|24376|Male|False|1|Graduate|True|71423|31988.0|30000|60|1|CCR|0
-|24378|Female|False|4|Not Graduate|False|25916|9178.0|60000|240|1|RCR|1
-|24379|Male|True|1|Graduate|False|97233|10271.0|50000|120|0|RCR|1
-|24380|Male|True|0|Not Graduate|False|83568|36566.0|40000|60|1|OCR|1
-|24381|Male|False|3|Graduate|True|66947|46618.0|50000|360|1|OCR|1
-|24382|Male|True|0|Graduate|False|74514||40000|120|1|OCR|1
-|24383|Male|True|1|Not Graduate|True|81092|44204.0|30000|360|1|RCR|1
-|24384|Male|False|2|Not Graduate|True|1048|13593.0|20000|360|0|OCR|1
-|24385|Male|True|2|Not Graduate|True|81407|14325.0|30000|360|1|RCR|1
-|24387|Male|False|3|Graduate|True|31092|15990.0|60000|180|0|RCR|1
-|24388|Male|True|4|Graduate|True|63852|49997.0|40000|120|1|CCR|1
-|24389|Female|True|2|Not Graduate|True|37025|41661.0|60000|180|0|RCR|1
-|24390|Female|True|4|Not Graduate|True|21020|28277.0|60000|120|1|RCR|1
-|24391|Male|True|2|Not Graduate|False|17878|10249.0|50000|120|1|RCR|1
-|24393|Male|False|2|Not Graduate|True|84108|13296.0|30000|180|1|CCR|1
-|24394|Male|False|1|Not Graduate|True|20685|29313.0|10000|240|1|OCR|1
-|24395|Male|True|4|Graduate|False|61475|40714.0|20000|300|1|OCR|0
-|24396|Female|True|3|Graduate|False|59427|30305.0|40000|120|1|CCR|0
-|24397|Male|False|3|Graduate|True|25760|17195.0|10000|180|0|RCR|0
-|24398|Female|True|2|Not Graduate|True|62029|30582.0|40000|60|1|OCR|1
-|24399|Female|True|1|Not Graduate|True|90673|26675.0|10000|120|1|CCR|1
-|24400|Male|True|4|Not Graduate|True|5539|46515.0|40000|120|1|RCR|1
-|24401|Female|True|1|Graduate|True|38288|41249.0|40000|360|1|OCR|1
-|24402|Male|False|0|Not Graduate|False|49209|31317.0|60000|360|0|RCR|1
-|24404|Male|True|0|Graduate|True|74119|46911.0|20000|60|1|RCR|1
-|24405|Male|False|3|Not Graduate|False|86310|10661.0|10000|360|0|RCR|1
-|24406|Female|True|3|Not Graduate|False|8516|22621.0|60000|60|1|OCR|0
-|24407|Male|False|4|Not Graduate|True|24276|22751.0|50000|360|1|CCR|1
-|24408|Female|False|0|Not Graduate|True|82934|19191.0|50000|120|1|RCR|1
-|24409|Male|True|3|Not Graduate|True|31556|9811.0|60000|180|1|CCR|1
-|24410|Male|False|0|Graduate|False|4584|46381.0|10000|300|1|RCR|1
-|24411|Female|False|3|Not Graduate|True|13703|20755.0|30000|300|1|RCR|1
-|24412|Female|True|4|Graduate|False|48195|47512.0|30000|180|1|OCR|1
-|24413|Male|False|1|Not Graduate|False|34662|22674.0|10000|60|1|RCR|1
-|24414|Female|True|1|Not Graduate|False|26461|42982.0|40000|300|1|OCR|1
-|24415|Male|False|4|Graduate|True|78781|4855.0|30000|120|0|CCR|0
-|24416|Female|True|1|Graduate|True|45403|35280.0|30000|240|0|RCR|0
-|24418|Female|True|1|Not Graduate|False|10513|14389.0|30000|240|0|CCR|0
-|24419|Male|False|1|Graduate|True|11114|41581.0|30000|240|1|CCR|0
-|24423|Male|False|2|Not Graduate|False|40856|27207.0|20000|240|1|OCR|1
-|24424|Female|True|0|Graduate|True|13781|9183.0|10000|360|1|RCR|0
-|24425|Female|False|0|Not Graduate|False|11540|41298.0|10000|300|1|RCR|1
-|24426|Female|True|3|Graduate|False|93856|21452.0|60000|120|1|OCR|1
-|24427|Male|False|1|Not Graduate|True|8919|23852.0|40000|360|0|RCR|1
-|24428|Female|True|2|Not Graduate|True|44652|42577.0|60000|300|1|RCR|0
-|24430|Female|False|2|Graduate|False|38856|35794.0|60000|300|1|OCR|0
-|24431|Male|False|2|Not Graduate|True|67019|18585.0|60000|180|1|OCR|1
-|24432|Female|True|0|Not Graduate|True|29656|9167.0|40000|300|1|RCR|1
-|24434|Male|False|4|Graduate|True|18925|14832.0|20000|120|1|CCR|1
-|24435|Male|False|4|Not Graduate|False|76183|29857.0|20000|120|1|RCR|1
-|24436|Male|True|3|Graduate|True|74024||50000|240|1|OCR|1
-|24438|Male|True|2|Not Graduate|True|36128|38316.0|30000|300|1|OCR|1
-|24439|Female|False|2|Not Graduate|True|50641|19524.0|40000|240|1|RCR|0
-|24440|Female|True|2|Not Graduate|True|61034|14627.0|50000|300|1|OCR|1
-|24441|Female|True|4|Not Graduate|True|93157||60000|360|1|OCR|0
-|24444|Male|True|3|Not Graduate|False|75858|5586.0|30000|360|0|CCR|1
-|24445|Male|True|0|Not Graduate|False|51055||50000|60|1|OCR|1
-|24446|Male|True|0|Graduate|True|8607||60000|180|0|OCR|1
-|24447|Male|True|0|Graduate|False|36049|43684.0|40000|180|0|CCR|1
-|24448|Male|False|1|Not Graduate|False|32193|25608.0|30000|360|1|RCR|1
-|24449|Male|True|4|Graduate|False|22561|37851.0|20000|60|1|CCR|1
-|24450|Male|False|2|Not Graduate|True|99408|9601.0|20000|240|0|OCR|0
-|24451|Female|True|2|Not Graduate|True|26985|44857.0|10000|300|0|CCR|0
-|24452|Male|True|4|Not Graduate|False|29959|29877.0|10000|360|1|OCR|1
-|24453|Male|True|1|Not Graduate|False|66092|21291.0|50000|300|0|RCR|0
-|24455|Male|True|1|Not Graduate|True|48873|3755.0|60000|240|1|RCR|0
-|24456|Male|False|3|Graduate|True|41367|45543.0|10000|60|1|OCR|0
-|24457|Male|False|1|Graduate|True|2940|1438.0|40000|60|1|OCR|1
-|24458|Male|False|1|Not Graduate|True|89429|48656.0|50000|120|1|OCR|0
-|24459|Male|True|2|Graduate|True|98562|4861.0|40000|120|1|RCR|0
-|24460|Male|False|0|Not Graduate|True|71534|30451.0|60000|300|1|RCR|1
-|24461|Male|True|4|Graduate|True|55181|44634.0|50000|180|1|OCR|1
-|24462|Female|True|0|Not Graduate|False|45329|28561.0|30000|240|1|OCR|0
-|24464|Female|False|0|Graduate|True|39798|43899.0|10000|180|1|OCR|1
-|24465|Male|False|3|Graduate|False|87387|40126.0|20000|180|0|OCR|0
-|24466|Female|True|1|Graduate|False|10192|20728.0|50000|360|1|OCR|1
-|24468|Female|True|4|Graduate|False|94288|16087.0|60000|60|1|RCR|0
-|24469|Male|False|4|Graduate|True|82268|3059.0|20000|60|1|RCR|1
-|24470|Female|True|4|Graduate|True|92060|1706.0|30000|180|1|OCR|1
-|24471|Male|False|1|Graduate|True|98478|14071.0|30000|60|1|CCR|0
-|24473|Male|True|0|Graduate|True|6413|26066.0|40000|240|0|OCR|0
-|24474|Female|False|2|Not Graduate|True|12696|28935.0|10000|120|1|OCR|0
-|24475|Male|False|1|Not Graduate|True|55663|19639.0|20000|360|0|OCR|0
-|24476|Male|True|1|Not Graduate|False|97691|47705.0|30000|180|1|CCR|1
-|24478|Male|False|0|Not Graduate|True|45637|10183.0|30000|300|1|RCR|1
-|24479|Female|True|2|Not Graduate|False|25145|30371.0|10000|180|1|OCR|0
-|24480|Female|True|3|Not Graduate|True|32315||40000|360|1|RCR|1
-|24481|Female|True|0|Graduate|True|23382|36695.0|40000|360|1|OCR|1
-|24482|Male|False|2|Graduate|False|5190|4284.0|10000|300|0|RCR|1
-|24484|Female|False|3|Not Graduate|True|9548|45888.0|30000|360|1|OCR|1
-|24486|Male|True|2|Graduate|False|42177|2057.0|40000|180|1|CCR|1
-|24487|Male|False|1|Not Graduate|True|52966|11747.0|30000|360|0|CCR|1
-|24488|Male|True|2|Not Graduate|True|97525|24078.0|60000|180|1|OCR|1
-|24489|Male|False|2|Not Graduate|True|54544||40000|180|1|OCR|1
-|24490|Male|True|1|Graduate|True|26633|40136.0|20000|360|1|OCR|1
-|24491|Male|False|0|Not Graduate|True|55324|8588.0|10000|240|1|OCR|1
-|24492|Male|True|4|Graduate|False|63871|26510.0|60000|360|1|RCR|0
-|24493|Female|False|1|Not Graduate|True|70017|30412.0|30000|360|0|OCR|1
-|24495|Female|True|4|Graduate|False|16948|13933.0|10000|120|0|OCR|0
-|24496|Male|True|3|Not Graduate|False|62527|43791.0|50000|180|1|RCR|1
-|24497|Male|False|2|Not Graduate|False|26483|31512.0|30000|360|1|OCR|1
-|24498|Female|False|1|Graduate|True|53212|35983.0|50000|180|0|OCR|1
-|24499|Male|True|2|Not Graduate|True|14851|42513.0|30000|240|1|OCR|1
-|24500|Male|True|2|Not Graduate|False|79417|17111.0|50000|60|0|CCR|1
-|24501|Female|False|2|Not Graduate|True|88772|1762.0|20000|360|1|OCR|1
-|24502|Male|False|2|Graduate|True|80146|8481.0|20000|120|1|CCR|0
-|24503|Male|False|0|Not Graduate|True|35301|17364.0|50000|300|1|OCR|0
-|24504|Male|False|3|Not Graduate|True|91629|16985.0|60000|60|0|RCR|1
-|24505|Male|False|3|Graduate|True|79425|16928.0|20000|240|0|RCR|0
-|24506|Female|True|3|Graduate|False|52361|22541.0|40000|120|1|CCR|0
-|24507|Female|True|4|Not Graduate|False|24898|21854.0|10000|360|0|CCR|0
-|24508|Female|False|3|Not Graduate|True|76188|23368.0|30000|180|1|OCR|1
-|24509|Male|True|1|Not Graduate|False|43852|33143.0|20000|180|0|OCR|1
-|24510|Male|True|1|Not Graduate|True|51398|17464.0|30000|360|1|OCR|0
-|24511|Male|False|1|Not Graduate|True|38517|32859.0|10000|120|1|CCR|1
-|24512|Male|True|4|Graduate|True|29199|3788.0|10000|60|1|OCR|1
-|24513|Female|False|0|Not Graduate|True|36972||60000|120|1|RCR|0
-|24514|Male|True|2|Graduate|True|36475|29101.0|40000|120|1|RCR|1
-|24515|Female|False|2|Not Graduate|True|13564|39738.0|50000|300|0|OCR|1
-|24516|Male|False|4|Not Graduate|True|86493|17109.0|40000|180|1|CCR|1
-|24517|Male|False|2|Graduate|True|22087|28057.0|30000|300|1|OCR|1
-|24518|Female|False|2|Not Graduate|True|3736|10924.0|60000|240|1|OCR|0
-|24519|Female|False|4|Not Graduate|True|19833|25603.0|20000|240|0|OCR|1
-|24520|Male|True|4|Graduate|True|80895||50000|180|1|OCR|0
-|24521|Male|True|0|Graduate|False|34949|12688.0|50000|120|0|CCR|1
-|24522|Male|True|2|Not Graduate|False|35766|6153.0|60000|180|1|OCR|1
-|24523|Male|True|0|Not Graduate|True|88042||20000|60|0|OCR|0
-|24524|Male|False|3|Graduate|True|38306|47128.0|60000|360|1|CCR|1
-|24525|Female|False|0|Not Graduate|False|91519|27376.0|30000|60|0|OCR|1
-|24526|Female|True|0|Not Graduate|True|5276|24927.0|20000|60|1|OCR|1
-|24527|Female|True|0|Not Graduate|True|45374|34963.0|20000|120|1|OCR|0
-|24528|Male|True|0|Not Graduate|True|2719|22075.0|20000|300|1|CCR|0
-|24529|Female|False|2|Not Graduate|True|33499|47958.0|30000|60|1|OCR|1
-|24530|Female|True|4|Not Graduate|True|26213|42114.0|60000|300|1|OCR|1
-|24531|Female|True|3|Graduate|True|43456|46600.0|50000|180|1|OCR|1
-|24533|Male|True|2|Not Graduate|False|16733|46470.0|20000|180|1|OCR|1
-|24534|Male|False|4|Graduate|True|53480|18049.0|10000|180|1|OCR|1
-|24536|Female|False|3|Graduate|True|77784|26611.0|40000|360|1|OCR|1
-|24537|Male|True|1|Graduate|False|22642|13875.0|50000|120|0|CCR|1
-|24538|Male|True|3|Graduate|True|31695|17405.0|60000|300|1|OCR|1
-|24539|Female|False|4|Graduate|False|8381|21139.0|40000|300|1|OCR|1
-|24540|Male|True|4|Not Graduate|True|49697|30394.0|20000|180|1|OCR|1
-|24541|Male|True|3|Graduate|True|53149|26532.0|10000|120|1|RCR|1
-|24542|Male|True|3|Not Graduate|False|11493|19890.0|30000|300|0|OCR|0
-|24543|Male|True|2|Not Graduate|True|39197|49458.0|20000|60|1|OCR|1
-|24544|Male|False|0|Not Graduate|True|86277|21595.0|50000|120|1|CCR|0
-|24545|Male|False|4|Graduate|False|29366|2387.0|40000|240|1|RCR|0
