Num_Kids|Loan_ID|Gender|Married|Dependent_No|Education|Self_Employed|Applicant_Income|CoApplicant_Income|Loan_Amount|Loan_Amount_Term|Credit History|Property_District|Loan_Status
-|23125|Male|True|3|Not Graduate|True|75330|19692.0|40000|240|1|OCR|1
-|23127|Male|True|3|Graduate|True|21874|30508.0|20000|300|0|RCR|0
-|23128|Male|False|1|Graduate|False|86903|13345.0|40000|120|1|OCR|1
-|23128|Male|False|1|Graduate|False|86903|13345.0|40000|120|1|OCR|1
-|23129|Female|True|4|Graduate|True|54564|34800.0|10000|360|1|RCR|0
-|23131|Male|True|3|Not Graduate|False|67778|12223.0|40000|360|1|CCR|1
-|23132|Male|False|3|Not Graduate|False|66577|15347.0|10000|180|1|OCR|0
-|23133|Female|True|3|Graduate|False|26347|22471.0|50000|120|1|OCR|0
-|23134|Female|False|2|Not Graduate|True|76584|18286.0|60000|240|1|OCR|1
-|23135|Male|False|3|Not Graduate|False|98004||60000|360|1|OCR|0
-|23136|Male|True|2|Graduate|False|12988|37004.0|10000|180|1|CCR|0
-|23137|Female|False|4|Graduate|True|38433|15350.0|30000|240|1|OCR|1
-|23138|Male|True|2|Graduate|True|47812|15903.0|50000|60|1|CCR|1
-|23139|Male|False|1|Graduate|False|92329|13047.0|10000|240|0|OCR|1
-|23140|Male|False|3|Not Graduate|True|51606|30709.0|30000|360|0|OCR|0
-|23141|Female|False|2|Graduate|True|12059|48495.0|20000|240|1|CCR|1
-|23142|Female|False|3|Graduate|True|86921|9389.0|50000|300|1|RCR|1
-|23143|Male|False|3|Not Graduate|False|47197|14558.0|60000|360|0|CCR|1
-|23144|Male|True|0|Graduate|True|74440|4582.0|40000|180|1|OCR|1
-|23145|Male|True|0|Not Graduate|False|99586|37020.0|50000|60|1|RCR|0
-|23146|Male|True|0|Graduate|True|26668||30000|180|0|OCR|0
-|23147|Female|True|0|Not Graduate|True|86508||50000|120|0|OCR|1
-|23148|Male|False|3|Graduate|True|19928|47536.0|10000|300|1|RCR|0
-|23151|Male|True|3|Not Graduate|True|15856||20000|240|1|OCR|1
-|23152|Male|False|1|Not Graduate|True|65945|10337.0|50000|60|1|CCR|1
-|23153|Female|False|4|Not Graduate|True|16168|38326.0|40000|300|0|CCR|1
-|23156|Female|False|4|Graduate|True|10429||10000|180|1|OCR|1
-|23157|Female|False|4|Graduate|True|28226|26752.0|40000|360|1|CCR|1
-|23159|Male|True|3|Not Graduate|True|21307||60000|300|0|OCR|1
-|23160|Female|True|0|Graduate|False|57289|23208.0|20000|240|1|RCR|1
-|23161|Female|False|2|Graduate|True|66828|46477.0|30000|120|1|OCR|1
-|23162|Male|True|1|Graduate|True|38896|18174.0|50000|240|1|OCR|0
-|23163|Female|True|4|Graduate|True|58694|44947.0|50000|240|1|OCR|0
-|23164|Male|False|4|Not Graduate|True|89011|39331.0|30000|300|1|OCR|1
-|23165|Female|False|0|Not Graduate|False|20083|23465.0|60000|60|1|CCR|1
-|23166|Female|False|3|Not Graduate|False|67962|37717.0|30000|180|1|CCR|0
-|23168|Female|False|4|Not Graduate|True|2792||60000|240|0|OCR|1
-|23169|Male|True|2|Not Graduate|False|39407||30000|60|0|CCR|1
-|23170|Female|False|0|Graduate|False|13804||40000|300|1|OCR|0
-|23171|Male|False|3|Not Graduate|True|65936|44730.0|10000|180|0|CCR|0
-|23172|Female|False|1|Not Graduate|True|6602|3046.0|30000|120|1|RCR|1
-|23173|Male|True|1|Graduate|False|98889|2169.0|20000|60|1|OCR|1
-|23176|Male|True|3|Graduate|False|70292|13175.0|40000|300|1|RCR|1
-|23177|Male|False|4|Graduate|False|90756||20000|120|0|RCR|0
-|23178|Male|False|2|Not Graduate|True|47102|12942.0|30000|300|1|RCR|1
-|23179|Female|False|0|Graduate|False|66502|37039.0|40000|120|0|OCR|0
-|23180|Male|True|3|Graduate|False|17053|45326.0|10000|240|0|RCR|1
-|23181|Male|True|3|Graduate|True|39212||40000|180|1|RCR|1
-|23182|Male|True|4|Not Graduate|True|9085|9019.0|60000|180|1|OCR|1
-|23183|Male|False|4|Graduate|True|85835|44886.0|10000|300|1|OCR|0
-|23184|Male|False|2|Not Graduate|False|10516|49982.0|50000|240|1|OCR|0
-|23186|Male|False|4|Graduate|True|13904|32800.0|60000|60|1|RCR|1
-|23187|Female|True|4|Graduate|True|34587|13361.0|30000|180|0|OCR|0
-|23188|Male|False|1|Not Graduate|True|29845|17111.0|60000|240|1|OCR|0
-|23189|Male|False|4|Not Graduate|True|81440|48327.0|50000|360|1|OCR|0
-|23190|Male|True|4|Not Graduate|True|2731|35043.0|30000|300|1|OCR|1
-|23191|Male|False|4|Not Graduate|True|45482|37966.0|30000|180|0|RCR|0
-|23192|Female|False|0|Not Graduate|False|74048||50000|60|1|OCR|0
-|23193|Female|True|2|Graduate|False|47304|26263.0|20000|60|0|OCR|1
-|23194|Male|True|1|Not Graduate|False|91114|11717.0|50000|300|0|CCR|1
-|23195|Male|True|4|Not Graduate|False|21874|16774.0|50000|300|1|CCR|1
-|23196|Male|True|2|Not Graduate|True|81087|7902.0|30000|300|1|RCR|0
-|23197|Female|False|1|Graduate|True|28975|13132.0|10000|240|0|CCR|0
-|23199|Female|False|0|Graduate|False|94541|10110.0|50000|240|1|OCR|0
-|23200|Female|False|0|Not Graduate|False|69219|16201.0|50000|300|1|CCR|0
-|23201|Male|False|2|Graduate|True|28829|47736.0|40000|120|1|OCR|0
-|23202|Male|True|0|Graduate|False|81733|4632.0|50000|120|1|OCR|0
-|23203|Female|False|1|Graduate|False|99474|6527.0|10000|60|0|RCR|1
-|23204|Male|True|2|Not Graduate|False|19409|35813.0|30000|240|1|CCR|1
-|23205|Male|False|1|Graduate|False|38885|33202.0|10000|240|1|CCR|0
-|23206|Female|False|3|Not Graduate|False|91690||60000|240|0|OCR|1
-|23207|Female|True|3|Graduate|True|3411|5271.0|30000|240|1|OCR|1
-|23208|Male|False|3|Graduate|False|76701|2592.0|10000|60|1|OCR|1
-|23209|Female|True|2|Graduate|True|32573|23838.0|30000|360|0|CCR|0
-|23210|Male|False|4|Not Graduate|True|24844|21288.0|20000|180|1|OCR|1
-|23211|Male|False|4|Not Graduate|True|85211||50000|300|1|OCR|1
-|23212|Male|True|3|Not Graduate|True|40527|17374.0|60000|180|0|CCR|0
-|23214|Male|True|2|Graduate|False|52919|35105.0|30000|300|1|RCR|0
-|23215|Male|True|3|Graduate|False|50022|49560.0|10000|360|0|OCR|1
-|23219|Male|True|3|Not Graduate|False|32884|26488.0|40000|240|0|OCR|0
-|23220|Female|True|4|Not Graduate|True|29771|13717.0|40000|300|0|RCR|0
-|23221|Male|True|3|Graduate|False|99445|49258.0|10000|240|1|CCR|1
-|23222|Female|True|0|Not Graduate|False|51765||40000|360|0|CCR|1
-|23223|Male|True|4|Graduate|False|27413|13296.0|10000|360|1|OCR|0
-|23224|Male|False|2|Graduate|False|87565||10000|300|0|OCR|1
-|23225|Male|True|4|Not Graduate|False|3505|19626.0|20000|180|1|OCR|0
-|23226|Female|True|3|Not Graduate|False|85771|46799.0|20000|180|0|OCR|1
-|23228|Female|False|0|Not Graduate|True|91201|40201.0|10000|300|0|RCR|0
-|23229|Female|False|0|Not Graduate|False|66314|26001.0|60000|120|1|OCR|1
-|23230|Male|False|4|Not Graduate|False|84755|46207.0|50000|180|0|RCR|1
-|23231|Male|True|3|Not Graduate|True|60791|25255.0|30000|60|1|RCR|0
-|23232|Female|False|3|Not Graduate|True|93530|9661.0|20000|120|1|OCR|0
-|23233|Female|True|4|Not Graduate|True|3980|13001.0|30000|180|1|CCR|1
-|23234|Male|True|0|Not Graduate|True|19354|46792.0|30000|300|1|CCR|1
-|23235|Male|True|4|Graduate|True|64208|39132.0|60000|180|1|RCR|1
-|23236|Male|False|4|Not Graduate|True|58502||20000|300|1|CCR|1
-|23237|Male|False|2|Not Graduate|True|99640|33304.0|50000|60|0|CCR|0
-|23238|Male|True|0|Not Graduate|True|8412||20000|180|1|OCR|0
-|23239|Male|True|0|Graduate|True|90797|14377.0|30000|120|1|CCR|0
-|23240|Female|False|2|Not Graduate|True|75019|14276.0|30000|60|1|RCR|0
-|23241|Male|True|4|Not Graduate|True|78897|25632.0|10000|240|1|CCR|1
-|23242|Female|True|0|Not Graduate|False|44229|20717.0|40000|120|1|OCR|1
-|23243|Female|True|3|Graduate|False|65477|49143.0|30000|300|1|OCR|1
-|23244|Female|True|2|Graduate|True|98206|26969.0|40000|120|0|CCR|1
-|23245|Female|False|1|Not Graduate|True|66016|14553.0|20000|360|0|RCR|0
-|23246|Male|False|2|Graduate|True|83543||10000|240|1|CCR|0
-|23247|Male|True|1|Graduate|False|14204|16312.0|30000|300|1|RCR|1
-|23248|Male|True|3|Not Graduate|True|42401|42121.0|50000|300|0|RCR|0
-|23249|Male|True|2|Not Graduate|False|67953|16412.0|50000|60|1|OCR|1
-|23250|Male|True|2|Graduate|True|23391|24420.0|20000|240|1|OCR|0
-|23251|Male|False|3|Graduate|True|87127|29887.0|50000|60|1|OCR|1
-|23252|Male|True|2|Graduate|True|71777|42360.0|40000|180|1|RCR|1
-|23253|Male|False|4|Not Graduate|True|73608|6233.0|20000|120|1|RCR|1
-|23254|Male|False|0|Graduate|True|49785||50000|120|0|OCR|1
-|23255|Male|False|0|Not Graduate|False|15085|39166.0|50000|60|1|OCR|1
-|23256|Male|False|2|Graduate|False|50625|35552.0|20000|300|1|RCR|1
-|23257|Male|False|1|Not Graduate|True|51141||10000|180|1|CCR|1
-|23258|Male|False|2|Not Graduate|False|86926|16628.0|40000|240|0|OCR|1
-|23260|Female|True|3|Graduate|True|35697|7221.0|40000|300|1|OCR|1
-|23261|Male|False|1|Graduate|True|57244|46674.0|20000|360|1|RCR|1
-|23262|Male|False|4|Graduate|False|39871|33966.0|60000|300|1|OCR|1
-|23263|Female|False|3|Graduate|True|25434|48231.0|60000|360|1|OCR|1
-|23264|Male|False|3|Not Graduate|True|69793|19591.0|30000|60|0|OCR|0
-|23265|Female|False|3|Not Graduate|False|12804|44270.0|30000|120|1|OCR|1
-|23266|Female|False|4|Not Graduate|False|98832|20420.0|50000|300|1|OCR|0
-|23267|Male|False|4|Graduate|True|38207|37588.0|50000|300|1|OCR|1
-|23268|Female|False|1|Not Graduate|False|55826|37299.0|30000|180|1|OCR|1
-|23269|Female|True|4|Not Graduate|True|37930||60000|180|0|CCR|1
-|23270|Male|False|4|Not Graduate|False|60376|13755.0|50000|60|1|OCR|1
-|23271|Female|True|4|Not Graduate|True|80582|39963.0|60000|60|1|RCR|1
-|23273|Male|False|3|Graduate|True|80757|32346.0|10000|360|1|RCR|1
-|23274|Female|False|2|Graduate|True|37877|21540.0|40000|60|1|CCR|0
-|23275|Male|True|1|Graduate|False|75430||30000|60|1|RCR|1
-|23276|Female|True|4|Not Graduate|True|94652|48254.0|60000|180|1|OCR|0
-|23277|Male|False|4|Not Graduate|True|29988|11968.0|20000|300|1|OCR|1
-|23279|Male|True|2|Graduate|True|27622|16852.0|60000|300|1|OCR|1
-|23280|Male|False|0|Not Graduate|False|14449|7163.0|10000|360|1|OCR|1
-|23281|Female|False|2|Not Graduate|False|4951|7372.0|30000|180|1|CCR|0
-|23282|Female|False|0|Not Graduate|False|64907|47764.0|20000|360|1|OCR|0
-|23283|Male|False|3|Not Graduate|True|28396||30000|180|1|OCR|1
-|23284|Male|False|4|Graduate|True|69117|32054.0|30000|60|1|CCR|1
-|23285|Female|True|0|Graduate|True|52939|16185.0|20000|300|1|RCR|1
-|23286|Female|False|0|Not Graduate|True|17647|18432.0|20000|60|1|OCR|0
-|23287|Male|False|1|Not Graduate|True|84804|42129.0|60000|240|1|OCR|0
-|23288|Female|True|2|Not Graduate|False|51543||50000|180|0|RCR|0
-|23289|Female|False|3|Not Graduate|True|41992|24679.0|60000|60|1|OCR|0
-|23290|Female|False|3|Not Graduate|True|4072|5028.0|60000|180|1|OCR|0
-|23291|Male|False|1|Graduate|False|30422|44565.0|50000|360|1|RCR|1
-|23293|Male|True|1|Not Graduate|False|62577|44377.0|40000|60|1|OCR|1
-|23295|Male|True|4|Not Graduate|False|16956|35066.0|10000|120|0|RCR|0
-|23299|Male|True|2|Not Graduate|True|44039|45472.0|50000|240|1|RCR|1
-|23300|Male|False|1|Not Graduate|True|76522|4522.0|10000|120|1|OCR|1
-|23301|Male|True|4|Not Graduate|True|83015|22031.0|50000|60|1|CCR|0
-|23302|Female|False|0|Not Graduate|True|88520||20000|120|0|OCR|0
-|23303|Male|True|1|Graduate|True|70289|6607.0|40000|120|0|CCR|1
-|23304|Male|True|1|Graduate|False|47828|44514.0|20000|240|1|RCR|1
-|23306|Female|False|0|Not Graduate|True|29693|44245.0|60000|240|0|RCR|0
-|23307|Male|False|3|Not Graduate|True|92954|46400.0|30000|360|1|OCR|0
-|23309|Female|False|0|Graduate|True|46952||50000|180|1|CCR|0
-|23310|Female|False|0|Not Graduate|False|83236||30000|360|0|RCR|1
-|23311|Female|True|2|Not Graduate|False|23065||40000|180|0|RCR|1
-|23312|Female|False|1|Not Graduate|True|57046|45446.0|50000|360|1|RCR|1
-|23314|Male|False|0|Not Graduate|False|69980|21107.0|30000|120|1|CCR|1
-|23315|Male|False|2|Not Graduate|True|81400|22800.0|10000|360|1|OCR|1
-|23316|Female|True|0|Not Graduate|True|5630|17474.0|30000|240|0|RCR|1
-|23317|Female|False|3|Not Graduate|False|38306|23301.0|30000|360|1|RCR|1
-|23318|Female|False|2|Not Graduate|True|70981|48305.0|20000|180|1|OCR|0
-|23319|Female|False|3|Not Graduate|True|4115|19651.0|10000|180|0|OCR|1
-|23320|Female|False|1|Not Graduate|True|4593|17913.0|10000|240|1|CCR|1
-|23321|Male|False|2|Not Graduate|True|40701||30000|300|0|OCR|0
-|23323|Male|True|1|Graduate|True|62691|8642.0|50000|180|1|CCR|1
-|23324|Female|True|0|Not Graduate|False|46075|41235.0|40000|240|1|OCR|1
-|23325|Female|False|1|Graduate|True|81609|35656.0|10000|240|1|CCR|1
-|23326|Male|False|0|Graduate|True|74414|42245.0|40000|180|1|CCR|1
-|23327|Male|True|4|Not Graduate|False|21381|36765.0|10000|120|1|CCR|1
-|23328|Female|True|3|Not Graduate|True|76708|7643.0|60000|120|1|OCR|0
-|23330|Female|False|0|Graduate|True|53224|20101.0|50000|240|0|CCR|1
-|23331|Male|True|4|Graduate|True|28264|25464.0|50000|120|0|OCR|0
-|23332|Female|False|4|Graduate|False|84844|8203.0|50000|120|1|OCR|1
-|23333|Male|False|2|Not Graduate|False|16676|26693.0|50000|180|1|CCR|1
-|23334|Female|True|3|Graduate|False|99609|22933.0|40000|300|1|OCR|1
-|23335|Female|True|3|Graduate|True|8177|14148.0|20000|360|1|OCR|0
-|23336|Male|True|3|Not Graduate|False|61662|22316.0|40000|60|1|RCR|1
-|23337|Male|True|3|Not Graduate|True|34671|21905.0|10000|120|1|OCR|0
-|23338|Male|True|4|Graduate|True|90743|46671.0|30000|360|0|OCR|1
-|23339|Female|True|4|Graduate|False|72771|33496.0|10000|240|1|RCR|1
-|23340|Female|False|0|Graduate|True|14636|5028.0|20000|60|0|OCR|0
-|23341|Female|False|3|Not Graduate|False|89528|24697.0|50000|60|1|CCR|1
-|23342|Male|True|0|Graduate|False|62849|33970.0|30000|300|1|OCR|1
-|23343|Male|False|2|Graduate|True|21609|40500.0|20000|360|1|OCR|0
-|23344|Female|True|1|Not Graduate|True|89806||60000|240|1|RCR|1
-|23345|Female|False|3|Graduate|False|54711|34297.0|60000|360|1|RCR|1
-|23346|Female|True|1|Not Graduate|True|24240|41680.0|20000|60|0|RCR|1
-|23348|Female|False|2|Graduate|False|99857|14443.0|20000|240|1|RCR|1
-|23349|Male|False|2|Graduate|True|3612|10805.0|50000|360|1|RCR|1
-|23350|Female|True|2|Graduate|True|72012||40000|360|1|RCR|1
-|23351|Female|False|4|Graduate|True|81343|10087.0|60000|180|1|RCR|1
-|23352|Male|False|0|Not Graduate|True|91573|9452.0|60000|360|1|OCR|1
-|23353|Female|False|1|Graduate|False|17620|27875.0|50000|60|1|OCR|0
-|23354|Female|False|2|Not Graduate|False|46924|38535.0|30000|360|0|RCR|1
-|23355|Female|True|2|Not Graduate|True|7289|2028.0|10000|120|1|OCR|1
-|23356|Male|False|4|Not Graduate|False|28906|8123.0|20000|360|1|RCR|0
-|23357|Male|False|4|Not Graduate|False|87052|41417.0|60000|300|1|CCR|1
-|23358|Male|True|0|Not Graduate|True|86570|40179.0|50000|180|1|OCR|1
-|23359|Female|False|1|Not Graduate|True|86317|34972.0|30000|240|1|RCR|1
-|23360|Female|False|2|Not Graduate|True|27633|38985.0|60000|60|1|CCR|1
-|23361|Female|True|3|Not Graduate|False|66091|6705.0|30000|240|0|OCR|1
-|23362|Female|False|1|Not Graduate|True|46720|40225.0|30000|300|0|OCR|1
-|23364|Male|True|4|Graduate|False|36584||30000|180|1|RCR|1
-|23365|Male|True|2|Graduate|True|74639|27684.0|50000|180|1|OCR|0
-|23366|Male|False|3|Not Graduate|False|15392|27056.0|40000|240|1|OCR|1
-|23367|Male|True|2|Graduate|True|61595|29031.0|40000|180|1|CCR|1
-|23368|Male|True|3|Not Graduate|True|80650|42881.0|30000|360|1|OCR|1
-|23369|Female|False|4|Graduate|True|83433|45515.0|40000|360|1|OCR|1
-|23370|Male|True|0|Graduate|False|97833|13234.0|60000|240|0|OCR|1
-|23372|Male|True|3|Not Graduate|True|13150|38507.0|20000|60|0|OCR|1
-|23373|Male|False|2|Not Graduate|True|31045|49230.0|40000|360|0|OCR|1
-|23374|Male|True|4|Not Graduate|False|34622||50000|60|1|OCR|0
-|23375|Male|True|4|Not Graduate|True|1358|8813.0|60000|120|1|RCR|1
-|23376|Male|False|1|Graduate|True|61426|15280.0|30000|120|1|CCR|1
-|23377|Male|True|3|Not Graduate|True|52084|11068.0|60000|60|1|OCR|1
-|23378|Female|False|2|Graduate|True|61207|31950.0|30000|120|0|CCR|1
-|23379|Male|True|4|Not Graduate|True|37762|21687.0|30000|360|1|CCR|1
-|23380|Female|True|4|Not Graduate|False|47587||30000|60|1|CCR|1
-|23381|Male|False|4|Graduate|True|90353|25597.0|40000|60|1|RCR|1
-|23382|Male|True|3|Graduate|True|56820|36586.0|10000|180|1|CCR|1
-|23383|Female|True|3|Graduate|True|23422|20585.0|30000|240|1|CCR|1
-|23384|Female|False|3|Not Graduate|True|84807|5141.0|50000|180|0|CCR|1
-|23386|Male|False|1|Not Graduate|True|3147|29155.0|60000|60|1|OCR|0
-|23387|Male|True|4|Not Graduate|False|23770|17174.0|10000|360|1|OCR|0
-|23388|Female|False|3|Not Graduate|True|49049|46997.0|40000|360|1|CCR|1
-|23390|Male|True|2|Graduate|True|2704|45090.0|20000|300|1|RCR|0
-|23391|Male|True|2|Not Graduate|True|74049|25286.0|50000|360|1|OCR|1
-|23392|Male|False|4|Graduate|True|42989|3963.0|50000|180|1|RCR|1
-|23393|Male|False|1|Graduate|False|42801|34895.0|40000|60|1|OCR|1
-|23394|Male|True|4|Not Graduate|True|27918|39153.0|20000|60|1|OCR|0
-|23395|Male|True|1|Not Graduate|False|14506|16574.0|20000|120|1|RCR|1
-|23396|Male|True|1|Not Graduate|True|37139|29394.0|50000|60|1|OCR|1
-|23397|Male|False|3|Not Graduate|False|15807||60000|120|1|OCR|1
-|23398|Female|True|0|Not Graduate|False|48443|39132.0|30000|120|1|OCR|1
-|23399|Female|False|4|Graduate|True|79015|12636.0|30000|180|1|CCR|0
-|23401|Male|False|4|Graduate|True|15903|46651.0|30000|300|1|OCR|0
-|23403|Female|False|1|Not Graduate|True|60575|49438.0|50000|120|1|CCR|0
-|23405|Male|False|0|Graduate|False|86034|31019.0|20000|360|1|OCR|1
-|23406|Male|True|4|Not Graduate|False|38083|45893.0|10000|300|1|OCR|1
-|23407|Male|False|0|Graduate|True|78101|49282.0|30000|60|1|OCR|1
-|23408|Male|False|1|Graduate|False|81051|28560.0|40000|300|1|OCR|1
-|23409|Female|False|3|Not Graduate|False|25272|41731.0|50000|300|1|RCR|1
-|23410|Female|False|4|Graduate|True|24657|33687.0|40000|300|0|RCR|0
-|23411|Male|True|0|Graduate|True|84325|31139.0|50000|120|1|OCR|0
-|23413|Male|False|1|Graduate|False|62704|22623.0|60000|300|1|OCR|1
-|23414|Female|True|1|Not Graduate|False|39463|16864.0|40000|120|1|OCR|0
-|23415|Male|True|2|Not Graduate|False|37511|11596.0|20000|300|0|RCR|0
-|23416|Male|False|3|Not Graduate|True|28426|31027.0|60000|300|0|OCR|1
-|23417|Male|False|3|Not Graduate|False|23272|35283.0|40000|120|1|OCR|1
-|23418|Female|True|4|Not Graduate|False|95641|49826.0|60000|120|1|RCR|1
-|23419|Male|True|3|Not Graduate|False|83580|20597.0|20000|240|1|OCR|1
-|23420|Male|False|2|Not Graduate|True|14590|16291.0|30000|240|1|CCR|0
-|23421|Male|False|1|Not Graduate|False|82433|12191.0|20000|240|1|RCR|0
-|23423|Female|True|1|Graduate|True|15255||60000|360|1|OCR|1
-|23424|Female|True|4|Not Graduate|False|89172|40305.0|20000|360|1|OCR|1
-|23425|Male|False|0|Not Graduate|True|40990||40000|240|1|OCR|1
-|23426|Female|True|0|Not Graduate|False|98292|15545.0|10000|180|1|RCR|0
-|23427|Male|True|2|Not Graduate|True|53858|36059.0|30000|300|0|OCR|0
-|23428|Male|True|2|Graduate|True|54069||60000|120|1|OCR|0
-|23429|Male|False|0|Graduate|False|70685||20000|300|1|CCR|0
-|23430|Male|False|0|Graduate|True|47915||20000|300|0|OCR|1
-|23431|Male|False|3|Graduate|True|20982|44554.0|10000|360|0|OCR|0
-|23432|Male|False|4|Not Graduate|True|56456|48467.0|30000|300|0|OCR|1
-|23433|Female|True|4|Not Graduate|True|47080|21565.0|50000|300|1|OCR|0
-|23434|Female|True|1|Graduate|True|46375|38505.0|50000|120|1|OCR|1
-|23435|Male|False|3|Graduate|False|21163|25232.0|30000|60|0|OCR|1
-|23436|Male|True|4|Graduate|True|99652|17454.0|10000|360|1|OCR|1
-|23437|Male|False|2|Graduate|True|78434|8942.0|10000|180|0|OCR|0
-|23438|Male|False|3|Graduate|False|57805|43498.0|40000|240|0|RCR|1
-|23439|Male|False|4|Not Graduate|True|13175|4314.0|40000|300|1|OCR|0
-|23440|Female|True|2|Not Graduate|True|52476|23726.0|50000|180|1|OCR|1
-|23441|Female|True|3|Graduate|True|68100|4868.0|20000|360|0|RCR|1
-|23442|Male|False|2|Not Graduate|True|60126||60000|240|1|OCR|1
-|23443|Female|False|0|Not Graduate|True|92868|8755.0|20000|60|1|CCR|1
-|23444|Female|False|1|Not Graduate|False|99874|47110.0|10000|60|0|CCR|1
-|23445|Male|True|1|Graduate|True|54400|34610.0|50000|360|0|OCR|1
