Num_Kids|Loan_ID|Gender|Married|Dependent_No|Education|Self_Employed|Applicant_Income|CoApplicant_Income|Loan_Amount|Loan_Amount_Term|Credit History|Property_District|Loan_Status
-|25404|Male|False|1|Graduate|True|93126|30915.0|60000|60|1|OCR|1
-|25406|Male|False|2|Graduate|False|68150||40000|60|1|OCR|0
-|25408|Male|True|2|Graduate|False|27705|33515.0|50000|300|1|OCR|1
-|25409|Male|False|4|Not Graduate|True|44451|37682.0|60000|300|1|CCR|0
-|25410|Male|False|1|Not Graduate|False|33698|34354.0|30000|360|1|RCR|0
-|25411|Female|True|1|Graduate|False|39588|31447.0|40000|60|1|RCR|0
-|25412|Male|True|4|Not Graduate|True|88804|11778.0|50000|240|0|CCR|1
-|25414|Male|True|0|Graduate|False|52375|23276.0|50000|120|1|OCR|0
-|25415|Male|True|2|Graduate|True|92400|27432.0|60000|180|0|OCR|1
-|25416|Male|True|4|Graduate|False|85788|43878.0|50000|180|0|RCR|0
-|25417|Female|True|2|Graduate|False|46265|15546.0|10000|180|0|OCR|0
-|25418|Male|False|4|Not Graduate|True|98816||20000|300|0|RCR|0
-|25419|Male|False|4|Graduate|True|40161|12819.0|40000|60|1|CCR|1
-|25420|Female|False|3|Not Graduate|True|91380|44603.0|20000|60|0|CCR|1
-|25421|Female|True|1|Not Graduate|True|84111|33100.0|20000|180|1|OCR|1
-|25423|Female|True|0|Not Graduate|False|1235|45394.0|20000|60|1|CCR|0
-|25424|Male|True|4|Not Graduate|False|39196|3610.0|40000|240|1|OCR|1
-|25425|Male|True|1|Not Graduate|True|11961|13359.0|50000|60|0|CCR|1
-|25427|Male|False|3|Not Graduate|True|74640|39324.0|10000|360|1|OCR|0
-|25428|Male|False|3|Not Graduate|True|94697|45872.0|40000|300|1|RCR|0
-|25429|Female|True|4|Not Graduate|True|50846|41146.0|50000|300|1|OCR|0
-|25430|Male|True|2|Graduate|False|61100|2699.0|60000|300|1|CCR|1
-|25431|Male|False|1|Graduate|True|99230|18936.0|50000|360|1|OCR|1
-|25432|Female|False|2|Not Graduate|True|66605|44264.0|50000|240|1|OCR|1
-|25433|Male|True|3|Not Graduate|True|38230|7707.0|30000|120|0|CCR|1
-|25434|Female|True|2|Graduate|True|18265|46172.0|50000|300|0|RCR|1
-|25435|Male|True|1|Not Graduate|True|55165|21516.0|10000|240|1|RCR|0
-|25436|Female|False|4|Not Graduate|True|20142|49472.0|30000|60|0|RCR|1
-|25437|Female|True|2|Not Graduate|True|10386|29302.0|10000|60|0|RCR|1
-|25438|Male|True|3|Not Graduate|True|30671|24783.0|50000|60|0|OCR|1
-|25439|Female|True|2|Graduate|True|96924|36939.0|40000|360|0|OCR|1
-|25442|Male|False|1|Not Graduate|False|64622|4066.0|50000|360|1|OCR|0
-|25443|Male|True|0|Graduate|True|34092|5022.0|50000|360|0|OCR|0
-|25444|Female|False|4|Graduate|False|29782|11519.0|10000|300|1|OCR|1
-|25445|Male|True|0|Graduate|True|50674|24578.0|40000|300|1|RCR|0
-|25446|Male|True|0|Not Graduate|False|61598|11845.0|40000|360|1|OCR|1
-|25447|Female|False|3|Not Graduate|True|63751|33133.0|20000|360|1|RCR|1
-|25448|Male|True|4|Graduate|False|2871|41067.0|50000|240|1|OCR|1
-|25449|Male|True|3|Not Graduate|False|97245|29487.0|10000|300|0|CCR|0
-|25450|Male|True|0|Graduate|False|1290||10000|360|1|OCR|1
-|25454|Male|False|2|Graduate|True|7696|10140.0|30000|120|0|RCR|0
-|25455|Female|False|4|Graduate|True|37593|37515.0|30000|180|1|CCR|0
-|25456|Male|True|2|Not Graduate|True|1170|13551.0|50000|300|0|OCR|0
-|25457|Male|True|1|Graduate|True|28809|39868.0|10000|300|1|CCR|1
-|25458|Male|True|2|Graduate|True|81611|44121.0|10000|300|0|OCR|0
-|25459|Female|False|2|Graduate|True|90461|5870.0|30000|300|1|RCR|1
-|25460|Male|False|2|Not Graduate|True|78423|34078.0|60000|300|0|OCR|1
-|25462|Male|True|4|Graduate|True|34915|47816.0|20000|60|1|RCR|1
-|25463|Male|True|1|Not Graduate|True|3922|7820.0|10000|120|0|CCR|0
-|25464|Female|True|2|Graduate|True|93031|10006.0|10000|120|0|RCR|0
-|25465|Male|False|1|Not Graduate|True|58458|48679.0|10000|120|0|OCR|0
-|25466|Male|False|3|Not Graduate|True|27685|16991.0|50000|240|1|CCR|1
-|25467|Male|False|3|Graduate|True|96655|6808.0|10000|120|1|CCR|1
-|25468|Male|True|3|Graduate|True|88019|42409.0|10000|60|1|OCR|1
-|25469|Male|False|4|Not Graduate|False|71878|28260.0|50000|300|1|CCR|1
-|25470|Male|False|3|Not Graduate|True|59717||50000|60|1|CCR|1
-|25471|Male|False|2|Not Graduate|True|64303|15790.0|10000|300|0|OCR|1
-|25472|Female|False|3|Not Graduate|True|60224|48583.0|20000|60|1|CCR|1
-|25473|Female|True|4|Graduate|False|53733|14635.0|60000|180|0|RCR|1
-|25474|Male|False|3|Graduate|True|95718|37987.0|50000|180|1|OCR|0
-|25475|Male|True|1|Graduate|False|46008|17765.0|10000|360|1|OCR|1
-|25476|Female|False|4|Not Graduate|False|86762|12516.0|30000|300|1|CCR|1
-|25477|Female|True|2|Graduate|True|74904|47490.0|40000|240|0|RCR|0
-|25478|Male|True|2|Not Graduate|True|34756||30000|360|0|OCR|1
-|25479|Male|True|2|Not Graduate|True|97284|1816.0|10000|60|0|CCR|0
-|25480|Male|False|1|Not Graduate|True|16683|14470.0|20000|240|1|OCR|1
-|25481|Female|False|4|Graduate|True|95206|13074.0|10000|60|1|CCR|1
-|25482|Female|False|3|Not Graduate|True|64959|37727.0|10000|300|0|OCR|1
-|25483|Female|True|0|Graduate|True|99669|32156.0|40000|120|1|CCR|0
-|25484|Male|False|0|Not Graduate|True|37817|8717.0|20000|240|1|OCR|1
-|25485|Male|True|1|Not Graduate|False|9178|30752.0|10000|180|1|CCR|1
-|25486|Male|False|1|Graduate|True|72097|14971.0|50000|300|0|CCR|1
-|25487|Male|True|1|Graduate|True|68616|44565.0|60000|120|0|RCR|0
-|25488|Male|False|3|Not Graduate|False|88158|48135.0|60000|300|0|OCR|0
-|25489|Female|False|0|Not Graduate|False|97290|10540.0|50000|300|0|RCR|0
-|25490|Female|True|0|Graduate|True|65069|44305.0|50000|60|0|OCR|1
-|25492|Male|False|0|Not Graduate|False|29180||60000|120|0|RCR|0
-|25493|Male|False|4|Not Graduate|False|31333|30111.0|20000|300|0|OCR|1
-|25495|Male|True|3|Graduate|False|35907|41331.0|30000|360|1|RCR|0
-|25496|Male|True|0|Not Graduate|True|88800|27607.0|10000|180|0|CCR|0
-|25497|Male|True|4|Graduate|True|90240||10000|60|1|RCR|1
-|25498|Male|False|1|Not Graduate|True|36672|11116.0|20000|300|1|CCR|1
-|25500|Male|True|2|Graduate|False|98806|2483.0|10000|240|1|OCR|1
-|25501|Male|True|1|Graduate|True|32126|28463.0|60000|60|0|RCR|1
-|25502|Female|True|1|Not Graduate|True|17223|38992.0|10000|300|0|RCR|1
-|25503|Male|True|3|Not Graduate|True|39086|31783.0|60000|180|1|RCR|1
-|25504|Female|True|3|Graduate|True|9294|13874.0|50000|120|1|CCR|1
-|25505|Male|False|2|Graduate|True|23466||40000|300|1|OCR|1
-|25506|Male|True|3|Graduate|True|4903||60000|120|0|OCR|1
-|25507|Female|False|2|Graduate|False|93743|33002.0|40000|180|1|OCR|1
-|25508|Male|False|1|Graduate|True|7127|49152.0|50000|180|1|OCR|0
-|25509|Male|True|3|Not Graduate|True|88422|8768.0|10000|120|1|OCR|1
-|25510|Male|True|2|Not Graduate|True|83721|49123.0|40000|60|1|OCR|1
-|25511|Male|True|1|Not Graduate|False|13278|20773.0|30000|240|0|CCR|1
-|25512|Male|True|3|Not Graduate|False|44403|16558.0|60000|240|1|CCR|1
-|25513|Male|True|0|Graduate|True|47998|11778.0|30000|360|0|OCR|1
-|25515|Male|True|2|Not Graduate|True|17584|31915.0|20000|120|1|CCR|1
-|25516|Male|False|3|Graduate|False|4341|37446.0|30000|360|0|OCR|0
-|25517|Male|False|0|Graduate|True|31967|20605.0|60000|120|0|OCR|1
-|25518|Male|True|2|Graduate|True|68647|23043.0|20000|300|1|RCR|1
-|25520|Male|True|0|Not Graduate|True|15055|43099.0|20000|300|0|RCR|0
-|25521|Male|False|1|Not Graduate|True|58949||60000|180|1|RCR|0
-|25522|Female|False|1|Not Graduate|True|71968|35354.0|20000|240|1|CCR|0
-|25523|Male|True|2|Graduate|False|63873|31619.0|40000|180|1|CCR|0
-|25526|Female|True|0|Graduate|True|62535|32665.0|30000|120|1|RCR|1
-|25527|Female|False|0|Graduate|False|44802||40000|60|1|OCR|0
-|25528|Male|True|1|Not Graduate|True|38003|21534.0|20000|180|1|CCR|1
-|25529|Male|True|3|Not Graduate|False|69175|2248.0|50000|240|1|RCR|1
-|25531|Female|False|3|Graduate|False|40576|40000.0|50000|240|1|RCR|0
-|25532|Male|True|2|Not Graduate|True|20550|6480.0|30000|240|1|CCR|0
-|25534|Male|True|4|Not Graduate|True|31930|42659.0|20000|180|1|CCR|1
-|25535|Male|True|0|Not Graduate|False|24902|4209.0|50000|180|1|OCR|0
-|25536|Male|False|1|Not Graduate|True|25006|16014.0|50000|120|0|CCR|0
-|25537|Male|False|2|Not Graduate|True|90403||40000|300|1|RCR|1
-|25538|Male|True|0|Graduate|True|92620|20683.0|20000|300|0|OCR|1
-|25539|Male|False|2|Not Graduate|True|79266|3584.0|40000|120|0|OCR|1
-|25540|Male|False|4|Not Graduate|False|66649|14317.0|40000|300|1|CCR|0
-|25543|Male|True|3|Graduate|True|38450|13388.0|40000|60|1|OCR|0
-|25544|Male|False|3|Not Graduate|False|16920|32605.0|10000|120|0|RCR|1
-|25545|Male|False|4|Not Graduate|True|27350|43729.0|50000|300|1|CCR|0
-|25546|Male|True|4|Graduate|True|38650|5654.0|40000|300|1|OCR|0
-|25548|Male|True|1|Not Graduate|True|92200|14730.0|30000|240|0|OCR|0
-|25549|Female|True|3|Not Graduate|False|63883|14605.0|60000|360|1|CCR|0
-|25550|Female|False|1|Not Graduate|True|39665|12277.0|40000|120|0|OCR|1
-|25551|Male|False|3|Graduate|True|49336|43503.0|50000|300|1|OCR|1
-|25552|Male|False|2|Not Graduate|False|91743|39278.0|30000|180|1|CCR|1
-|25553|Male|True|1|Graduate|True|82402|40566.0|50000|120|1|OCR|0
-|25554|Male|False|0|Graduate|False|86709|42305.0|60000|240|1|CCR|0
-|25555|Male|False|3|Graduate|True|60382|22146.0|60000|180|1|OCR|0
-|25556|Male|True|2|Not Graduate|True|8289|22131.0|10000|180|1|RCR|1
-|25557|Female|False|1|Not Graduate|False|61419|44517.0|20000|360|0|RCR|1
-|25558|Female|True|0|Not Graduate|False|34242|38625.0|30000|360|1|CCR|1
-|25559|Male|True|2|Not Graduate|True|57954|29027.0|30000|180|1|CCR|0
-|25560|Female|False|4|Graduate|False|92200|44298.0|20000|180|0|RCR|0
-|25561|Male|False|0|Graduate|False|55600|23297.0|30000|240|1|OCR|1
-|25562|Male|False|2|Not Graduate|False|93478|18575.0|60000|300|1|RCR|1
-|25563|Male|False|3|Graduate|True|12192|42576.0|20000|300|0|RCR|1
-|25564|Male|False|3|Not Graduate|True|72620|22157.0|30000|300|1|OCR|0
-|25565|Male|True|4|Graduate|True|80187||30000|120|1|RCR|1
-|25566|Female|False|2|Graduate|True|92864|47032.0|60000|360|0|OCR|1
-|25567|Male|False|2|Graduate|True|98576|33316.0|50000|60|1|OCR|0
-|25568|Female|False|1|Graduate|False|88760||60000|300|0|OCR|1
-|25569|Male|False|1|Graduate|True|91439||10000|180|1|OCR|0
-|25570|Female|True|3|Not Graduate|False|13107|10315.0|50000|300|1|OCR|1
-|25571|Female|True|4|Graduate|False|98429|18240.0|20000|120|1|OCR|1
-|25572|Male|True|0|Graduate|True|44976|21595.0|20000|240|1|OCR|0
-|25573|Male|False|1|Not Graduate|False|96574|10335.0|50000|360|0|RCR|1
-|25575|Male|False|0|Not Graduate|True|99557|31597.0|10000|120|1|OCR|0
-|25576|Male|False|2|Graduate|True|82117|47320.0|60000|120|1|OCR|1
-|25577|Male|False|3|Graduate|True|16763|31122.0|50000|180|1|OCR|1
-|25578|Female|True|3|Not Graduate|True|44781|5345.0|60000|360|0|CCR|1
-|25579|Female|True|0|Graduate|True|12790|9196.0|10000|180|0|OCR|0
-|25580|Male|True|2|Not Graduate|True|43557|4625.0|60000|120|1|OCR|1
-|25581|Female|True|1|Graduate|True|3063|5937.0|40000|120|0|RCR|0
-|25583|Female|False|0|Not Graduate|False|45333|36150.0|20000|300|1|OCR|1
-|25584|Male|False|1|Not Graduate|True|33151|15893.0|50000|60|0|CCR|0
-|25585|Male|True|3|Graduate|True|60553|2783.0|30000|240|0|OCR|1
-|25587|Female|False|3|Not Graduate|True|94202|1864.0|60000|60|1|OCR|0
-|25588|Male|False|1|Graduate|True|11620|26275.0|10000|120|1|OCR|1
-|25590|Male|False|0|Graduate|False|30452|4009.0|30000|240|1|OCR|1
-|25591|Male|False|1|Not Graduate|True|9337||50000|300|0|RCR|1
-|25592|Male|False|3|Not Graduate|True|70239|16153.0|50000|240|1|OCR|1
-|25593|Female|True|0|Not Graduate|False|87667|35443.0|40000|300|1|RCR|1
-|25594|Male|False|1|Graduate|False|56048|49257.0|40000|120|0|RCR|0
-|25595|Male|False|2|Not Graduate|False|89175|28871.0|30000|300|1|RCR|1
-|25597|Male|True|1|Graduate|False|37625||20000|300|0|OCR|1
-|25598|Female|True|1|Not Graduate|True|92148|47729.0|30000|180|1|CCR|1
-|25599|Male|True|2|Graduate|True|46592|2405.0|10000|60|1|OCR|0
-|25600|Female|True|2|Not Graduate|False|17836|19254.0|30000|60|1|OCR|1
-|25601|Male|False|1|Not Graduate|False|67162||60000|240|1|CCR|1
-|25602|Male|True|4|Graduate|True|3421|45701.0|20000|180|1|CCR|1
-|25603|Female|True|3|Not Graduate|True|99412|47220.0|40000|60|0|OCR|1
-|25605|Male|True|3|Not Graduate|True|17420|36362.0|30000|300|0|OCR|1
-|25606|Male|True|3|Not Graduate|False|63834|28104.0|20000|120|1|CCR|0
-|25607|Male|False|1|Graduate|False|17759|36305.0|10000|240|1|OCR|1
-|25608|Female|False|0|Graduate|True|80078|17899.0|30000|120|1|CCR|1
-|25609|Male|False|3|Not Graduate|True|29671|21186.0|50000|360|1|OCR|0
-|25610|Male|True|1|Graduate|True|84730|17690.0|40000|120|0|OCR|1
-|25611|Male|True|2|Graduate|False|50509|34094.0|10000|300|1|OCR|1
-|25613|Male|False|0|Graduate|False|58132|27980.0|50000|180|0|OCR|1
-|25614|Male|False|4|Graduate|True|53244|7519.0|60000|360|1|OCR|1
-|25616|Male|False|0|Not Graduate|True|91332|19211.0|40000|60|1|OCR|1
-|25617|Male|False|1|Not Graduate|False|38724|15949.0|50000|120|1|RCR|1
-|25618|Male|False|0|Not Graduate|True|94724||50000|60|1|OCR|1
-|25619|Male|False|1|Not Graduate|True|76607|23231.0|20000|360|1|OCR|1
-|25621|Male|False|0|Graduate|False|10954|33916.0|40000|360|1|CCR|1
-|25622|Male|False|4|Not Graduate|True|68645|48165.0|30000|240|1|CCR|0
-|25624|Male|False|2|Graduate|True|96735|30470.0|30000|360|1|OCR|0
-|25626|Female|False|2|Graduate|True|55747|43611.0|30000|120|0|RCR|0
-|25630|Male|False|4|Graduate|True|70684|34918.0|40000|240|0|OCR|0
-|25631|Female|False|1|Not Graduate|False|49918|46340.0|50000|240|1|OCR|1
-|25632|Female|True|3|Graduate|False|88277|36458.0|60000|360|0|OCR|1
-|25633|Male|True|1|Graduate|False|65168|18926.0|50000|120|0|OCR|1
-|25634|Male|True|4|Not Graduate|False|51973|35542.0|30000|300|0|OCR|1
-|25636|Male|False|1|Graduate|False|40098|5670.0|60000|180|1|CCR|0
-|25637|Male|True|2|Graduate|False|25370|14259.0|30000|300|1|OCR|1
-|25638|Female|True|3|Not Graduate|False|31992|39092.0|30000|60|1|RCR|0
-|25639|Male|True|0|Graduate|False|42609|31026.0|60000|180|0|OCR|0
-|25640|Female|False|4|Graduate|False|68855|44657.0|40000|60|1|CCR|0
-|25641|Female|False|3|Graduate|True|61052|29548.0|60000|360|1|CCR|0
-|25642|Female|True|2|Graduate|False|32171|35361.0|50000|180|1|OCR|0
-|25643|Male|False|1|Graduate|True|43405||10000|180|1|OCR|0
-|25644|Male|True|4|Graduate|False|68798|19862.0|10000|240|0|RCR|0
-|25645|Male|False|2|Graduate|False|95833|41855.0|10000|240|0|OCR|0
-|25648|Male|False|4|Not Graduate|True|88875|7577.0|30000|300|1|OCR|0
-|25649|Female|True|0|Not Graduate|False|21838|33413.0|60000|360|1|CCR|1
-|25650|Male|False|2|Not Graduate|True|72806||50000|360|1|CCR|1
-|25651|Male|True|2|Graduate|True|59046|16744.0|20000|180|1|OCR|1
-|25652|Female|False|3|Graduate|True|18409|7491.0|20000|360|0|RCR|0
-|25653|Male|False|4|Not Graduate|True|93506||60000|60|1|OCR|1
-|25654|Female|False|2|Not Graduate|True|8838|24845.0|60000|120|1|OCR|1
-|25657|Male|False|1|Not Graduate|True|90611|18988.0|20000|180|1|RCR|1
-|25658|Female|False|2|Not Graduate|False|40780|29937.0|30000|240|1|OCR|1
-|25659|Female|True|1|Graduate|False|19417|34608.0|20000|300|1|CCR|0
-|25662|Male|True|2|Graduate|True|76593|4048.0|40000|240|1|OCR|1
-|25663|Male|False|4|Graduate|True|62552||30000|60|1|CCR|1
-|25665|Female|True|2|Not Graduate|False|79589|17805.0|40000|60|1|OCR|0
-|25667|Male|True|1|Not Graduate|True|88557|23986.0|40000|300|1|RCR|0
-|25668|Male|False|1|Graduate|True|71238|37798.0|50000|300|0|OCR|1
-|25669|Male|False|3|Not Graduate|True|83388|21487.0|10000|120|1|RCR|1
-|25671|Male|True|4|Not Graduate|True|91796||40000|300|0|OCR|1
-|25672|Male|False|3|Graduate|False|98802|43046.0|50000|240|1|OCR|1
-|25673|Male|False|3|Not Graduate|True|61027|48442.0|40000|180|1|OCR|0
-|25674|Male|False|3|Graduate|True|45320|11880.0|40000|360|1|RCR|0
-|25675|Female|False|4|Graduate|True|66206|19085.0|10000|120|0|OCR|1
-|25676|Male|False|4|Not Graduate|True|2550|8872.0|20000|180|1|OCR|1
-|25677|Female|True|4|Graduate|True|24767|27288.0|60000|360|1|CCR|1
-|25678|Male|True|0|Graduate|False|53468||30000|300|1|OCR|0
